-5, 0,3997.91,10284.46,3775.258,4474.577
-6, 0,17743.87,5908.398,6287.484,6296.889
-6, -1,6298.194,6745.443,17196.04,6300.682
-6, -2,4246.633,12232.19,3894.015,4121.392
-6, -3,2602.166,2909.225,2816.269,8909.572
-7, -3,1714.3,7247.349,2171.12,2571.813
-8, -3,1324.924,4019.756,1222.392,1422.051
-8, -2,2302.51,2256.912,2009.275,6643.547
-8, -1,3506.332,3315.998,3024.252,9961.813
-8, 0,7409.28,2354.63,2406.514,2920.833
-7, 0,5211.322,6054.251,6132.277,15949.97
-5, -1,11089.63,3643.631,3237.184,2806.145
-5, -2,3635.798,4418.256,10877,4247.819
-7, -2,3830.962,10410.59,3188.417,3647.468
-7, -1,5676.219,17669.46,6710.739,6806.61
-9, -1,9095.896,3254.451,3032.83,2681.323
-9, -2,2465.049,8743.626,2778.08,2662.934
-9, -3,6083.477,1982.997,1911.2,1566.588
-9, -4,2286.021,5754.042,1758.406,1730.401
-10, -4,857.358,841.1436,2545.423,909.6433
-10, -3,590.8433,2205.158,746.7487,911.8588
-9, -5,961.189,1323.935,983.8615,3948.082
-10, -5,334.1898,643.9999,1329.911,731.8766
-11, -5,1139.25,607.9545,321.0539,411.6883
-12, -5,239.143,233.6927,442.6223,292.9006
-13, -5,153.5445,517.4285,147.7287,151.6745
-13, -6,253.4285,54.72961,32.84087,78.48317
-13, -7,5.625906,17.83734,111.7846,33.09378
5, 2,15484.24,5120.973,6602.683,5391.008
5, 3,10693.18,3421.417,3448.321,4207.284
6, 3,7551.272,2692.576,2835.358,2337.591
6, 2,3969.167,9458.035,3739.98,3744.029
6, 1,16932.6,5631.632,5397.734,6310.566
7, 1,3341.307,2961.261,9366.405,3282.39
8, 1,1972.06,2134.651,5178.016,1938.598
9, 1,1596.957,4491.362,1329.029,1300.773
9, 2,3693.334,1105.279,1463.025,1158.649
9, 3,777.7571,2186.745,826.7799,453.4545
8, 3,2304.463,1029.744,803.6011,818.4201
8, 4,2211.7,868.142,731.4337,815.222
7, 4,1095,984.6822,3242.622,1072.289
7, 3,3440.744,1161.595,859.4116,1047.77
8, 5,326.5738,536.5711,1431.871,608.4301
9, 5,353.5488,265.263,1362.812,269.6885
10, 5,269.7266,172.6576,807.0339,138.3788
10, 4,422.7504,390.0915,417.7667,1539.478
10, 3,1235.344,374.7144,251.7498,294.2601
10, 2,713.4921,443.0011,1662.621,527.5809
8, 2,1647.975,1472.314,4125.078,1181.724
7, 2,2527.427,2053.495,6145.647,1783.926
6, 4,2362.449,2163.542,7124.42,2025.539
6, 5,3026.943,781.2129,1027.207,1142.004
6, 6,451.2859,268.0315,1316.027,398.168
5, 6,2062.633,549.5691,516.7069,609.1259
5, 5,1593.747,1290.871,3849.316,1264.821
5, 4,3344.823,2872.665,8786.331,3107.175
7, 5,605.6301,613.0443,1722.083,449.8162
7, 6,231.7089,166.669,513.3414,169.5712
7, 7,25.99343,42.50496,80.39849,0
-1, 0,3233.29,3465.214,11160.9,3089.93
-5, 1,5460.981,5548.341,5529.072,14896.28
-4, 0,11040.8,4911.063,3971.137,4027.312
-4, 1,6813.512,18959.25,7045.108,6850.327
-5, 2,5698.583,15494.98,5125.302,6261.471
-4, 2,8393.105,7850.504,8680.855,22855.47
-4, -1,3961.488,3932.915,3701.925,10902.78
-7, -4,1408.505,1213.507,4086.105,1603.015
-8, -4,1393.448,1350.505,4213.631,1304.4
-10, -6,185.6353,162.115,157.0611,304.2144
3, 1,10378.14,9398.54,24130.13,8920.747
4, 1,10358.98,10330.37,11046.89,26946.12
5, 1,10067.38,10386.91,26863.37,9593.858
5, 0,5223.034,14861.07,4477.189,4336.757
4, 0,4890.549,6057.011,15266.65,5321.871
3, 0,18420.17,6780.36,6599.336,7226.035
4, 2,20393.99,7396.166,6683.445,7588.414
4, 3,5801.564,16336.34,6111.909,6610.771
3, 2,8908.619,8702.404,23476.48,8500.801
3, 3,6200.456,4933.081,6321.002,17474.32
2, 3,5398.574,5816.84,5963.453,14060.78
1, 3,17379.77,6114.479,6790.559,6138.102
0, 3,17042.18,6144.353,5876.916,6635.035
0, 2,24421.6,9917.131,9673.789,10232.26
0, 1,8019.971,23785.7,8400.565,9022.024
0, 0,3184.788,4556.269,12349.75,3894.865
-3, -1,4278.051,12598.11,4679.692,4420.978
-3, -2,2822.877,3099.784,8304.877,3093.082
-3, -3,2571.187,2579.648,2597.91,7185.453
-3, -4,2955.703,1231.61,904.6414,1064.205
-4, -4,966.5514,3305.201,916.2177,1022.619
-5, -4,1226.55,4308.274,1542.992,1088.577
-6, -4,1241.468,3957.218,1195.484,1187.071
-6, 1,12190.12,3993.922,4637.726,4770.042
-3, 1,5916.74,6996.069,5941.195,17740.09
-3, 2,8629.516,8643.444,21054.98,8969.871
-3, 3,12691.39,3839.776,4673.152,4828.237
-4, 3,3254.254,3637.206,4080.475,9456.664
-5, 3,4736.967,4545.08,12964.22,4291.842
-6, 3,12453.34,4407.922,3878.428,4836.07
-7, 3,8425.102,2670.442,2640.133,2662.585
-7, 4,2383.876,7669.439,1872.579,2603.618
-8, 4,1571.4,1696.381,4672.306,1568.205
-8, 5,998.0871,752.223,784.7209,2695.079
-7, 5,5168.889,1574.197,1759.669,1768.881
-7, 2,3134.123,9053.241,2813.139,2940.035
-7, 1,10046.13,3489.934,3357.165,3452.256
-8, 1,2597.888,6756.239,2180.149,2785.469
-9, 1,2055.231,1563.491,1736.272,5510.561
-10, 1,5188.574,1999.568,1794.767,2001.646
-11, 1,865.1036,656.6225,816.4346,2529.856
-11, 2,344.8043,454.299,1838.402,660.1067
-12, 2,1739.053,639.7556,574.4453,721.7759
-1, 1,8056.142,9211.631,6559.021,20902.43
-1, 2,23963.92,7927.53,8977.375,8203.856
-1, 3,4015.188,3885.132,4626.918,10882.31
-1, 4,3731.21,10603.04,3073.281,3104.817
0, 4,3710.634,2509.51,10170.16,3729.283
1, 4,10913.84,3516.068,3654.913,3607.892
2, 2,10844.88,11027.95,11979.08,28096.38
1, 2,25463.68,10548.61,9862.454,11153.46
1, 1,8692.916,23892.99,7961.637,9194.562
-2, 3,4589.663,13694.61,5321.789,4522.54
-2, 2,9668.523,8703.22,9733.344,24218.97
-2, 1,7701.814,21586.22,8869.246,7346.165
-2, 0,13951.41,4928.195,4683.506,4255.992
-3, 0,5167.892,5259.377,4764.322,13759.91
-5, -3,3319.505,3523.947,3497.038,9432.115
-2, -4,5018.229,1668.675,1367.593,1432.411
-2, -3,2953.632,3556.785,3352.362,9591.582
-2, -2,8390.671,2676.129,2705.714,2402.029
-4, -2,2808.288,3051.226,3537.947,8695.504
-9, -6,144.5023,1125.94,326.9441,271.1447
2, 1,11606.3,27193.93,10509.56,9917.015
1, 0,4416.723,5266.136,4668.103,14365.68
2, -2,2731.327,2380.999,2295.287,7595.495
3, -2,14073.46,5664.155,4944.679,4375.886
4, -2,4934.773,5164.994,4901.01,14641.3
4, -3,4242.621,12261.64,3858.756,3960.263
5, -3,2480.713,2408.433,2484.94,7197.099
5, -4,2739.244,2891.283,2698.071,8509.42
4, -4,2991.705,8530.509,2863.362,2955.179
6, -4,3611.252,3557.154,9370.355,3372.246
6, -5,1308.528,1778.899,4418.853,1367.142
5, -5,1259.437,4616.237,1001.671,1533.398
4, -5,1505.538,1475.892,4759.672,1327.965
3, -5,4230.023,1354.638,1140.797,1050.38
3, -6,908.712,984.5887,830.4835,2656.851
3, -7,588.0981,216.0897,92.97864,122.6439
1, -3,1566.378,4817.796,1514.137,1444.066
1, -4,1561.687,1356.481,4722.75,1323.519
0, -4,1854.159,5855.346,1944.205,2009.106
0, -5,900.1799,1085.263,3834.134,1088.586
1, -5,979.7691,3231.241,934.1353,712.6893
1, -6,404.3321,538.3418,268.442,1794.522
1, -7,32.24022,44.42063,357.2277,45.39623
3, 4,11301.08,3737.979,4187.405,4338.703
4, 4,5546.726,5206.934,15204.74,5097.96
-8, 3,5653.755,1693.013,1935.402,1906.937
-8, 2,2111.974,6503.114,2360.625,2340.081
-9, 0,6241.855,1900.552,2019.348,1848.046
-4, -3,2998.853,2644.925,8522.931,2806.897
-2, -1,3396.276,3793.212,11292.66,3718.244
-1, -2,4074.287,1163.343,1587.162,1284.606
-1, -1,5309.665,1178.167,1522.185,1070.876
-4, -5,3156.551,918.7448,1041.541,876.6882
0, 5,1455.411,1502.659,4583.196,1388.396
0, 6,636.4416,716.2787,737.8163,2520.872
3, 5,1442.491,1221.858,1576.588,4372.979
4, 5,6560.388,2146.52,2209.936,2307.222
-2, 4,4714.751,13061.97,4532.376,4687.417
-2, 5,11776.79,3783.296,3911.659,3946.017
-1, 5,2963.093,2763.683,8757.437,2451.198
-6, 2,4565.774,11870.06,3760.995,3978.492
-8, -5,953.4072,988.1401,2702.659,867.9525
-11, -6,254.6649,726.0641,272.9534,203.1515
-6, 4,2876.244,2510.278,3112.642,8475.931
-5, 4,2859.857,3344.452,7778.326,2472.433
